ticket_id,created_at,subject,description,category,priority,source,affected_service
TKT-0347,2026-06-19 04:11:00,Too much spam,"IT team, Messages remain in the outbox and do not send to external recipients. The issue continues after a restart.",Email,Medium,Chat,Outlook
TKT-0623,2026-08-07 18:57:00,Monitor not detected,"Hi support, The second monitor is blank and is not shown in display settings. There is no error code displayed.",Hardware,Medium,Email,Monitor
TKT-0071,2026-07-13 11:10:00,Access denied,"IT team, My password expired and the reset page will not accept the new password. I have a client deadline later today.",Account Access,Low,Phone,Identity Portal
TKT-0735,2026-08-18 06:05:00,Battery drains quickly,"Hi support, The laptop does not power on even when it is connected to the charger. Another team member can use the same service.",Hardware,Medium,Portal,Monitor
TKT-0136,2026-08-23 14:32:00,Access denied,"IT team, I can sign in to my laptop but the application says I do not have access. Another team member can use the same service.",Account Access,Medium,Portal,Time Entry
TKT-0835,2026-08-14 00:57:00,Unusual password reset,Please help. I received a password reset notification that I did not request. I am working remotely today.,Security,Critical,Email,Identity Portal
TKT-0887,2026-06-28 10:01:00,Lost company device,My company phone is missing and may have been left in a public location. The problem began after the latest update.,Security,High,Phone,Email Gateway
TKT-0123,2026-06-19 19:59:00,MFA code not working,I entered the wrong password several times and my account is now locked. There is no error code displayed.,Account Access,High,Email,Identity Portal
TKT-0180,2026-06-24 14:16:00,Cannot reach shared drive,"Hi support, Websites work but I cannot reach the shared project drive from home. I am working remotely today.",Network and VPN,Low,Portal,Corporate VPN
TKT-0597,2026-08-25 01:56:00,Application crashes,The program displays an error message and will not open. Another team member can use the same service.,Software,High,Phone,PDF Editor
TKT-0186,2026-07-16 23:08:00,Wi Fi keeps dropping,"Hello, Websites work but I cannot reach the shared project drive from home. I have a client deadline later today.",Network and VPN,High,Chat,Office Wi Fi
TKT-0137,2026-06-19 20:00:00,Access denied,"IT team, I can sign in to my laptop but the application says I do not have access. I have a client deadline later today.",Account Access,Low,Email,Project Portal
TKT-0409,2026-07-05 13:08:00,Attachment blocked,"Hello, Messages remain in the outbox and do not send to external recipients. I have a client deadline later today.",Email,Medium,Portal,Shared Mailbox
TKT-0775,2026-07-08 04:06:00,Possible malware warning,"IT team, A security warning appeared after I opened a downloaded file. The problem began after the latest update.",Security,High,Chat,Endpoint Protection
TKT-0673,2026-08-28 15:24:00,Docking station issue,Please help. The battery now lasts less than one hour after a full charge. There is no error code displayed.,Hardware,High,Portal,Keyboard
TKT-0649,2026-07-09 03:33:00,Docking station issue,The second monitor is blank and is not shown in display settings. I am working remotely today.,Hardware,High,Email,Docking Station
TKT-0692,2026-07-31 04:01:00,Monitor not detected,"Hi support, The battery now lasts less than one hour after a full charge. I am working remotely today.",Hardware,Low,Phone,Keyboard
TKT-0040,2026-07-14 02:55:00,Cannot sign in,Please help. I can sign in to my laptop but the application says I do not have access. Another team member can use the same service.,Account Access,Medium,Chat,Microsoft 365
TKT-0871,2026-08-04 09:17:00,Possible malware warning,Please help. My company phone is missing and may have been left in a public location. The problem began after the latest update.,Security,Medium,Portal,Security Operations
TKT-0312,2026-08-06 02:52:00,Too much spam,Please help. Outlook reports that my mailbox has reached its storage limit. The problem began after the latest update.,Email,Medium,Portal,Outlook
TKT-0678,2026-07-25 23:54:00,Keyboard stopped working,Please help. The battery now lasts less than one hour after a full charge. Please let me know what information you need.,Hardware,Medium,Chat,Battery
TKT-0381,2026-08-23 05:50:00,Missing messages,"Hi support, A project attachment is being blocked when I try to send it. I am working remotely today.",Email,Medium,Phone,Exchange Online
TKT-0618,2026-08-05 03:04:00,Laptop will not start,Please help. USB devices disconnect whenever I connect through the docking station. This started this morning.,Hardware,Medium,Email,Laptop
TKT-0800,2026-07-29 02:05:00,Possible malware warning,"Hi support, My company phone is missing and may have been left in a public location. The issue continues after a restart.",Security,High,Portal,Identity Portal
TKT-0551,2026-08-10 02:27:00,License error,Please help. The latest update repeatedly fails near the end of installation. The issue continues after a restart.,Software,Medium,Phone,Project Management Tool
TKT-0805,2026-08-11 15:46:00,Unusual password reset,"Hello, A security warning appeared after I opened a downloaded file. The issue continues after a restart.",Security,High,Chat,Email Gateway
TKT-0745,2026-06-08 20:33:00,Laptop will not start,"IT team, The battery now lasts less than one hour after a full charge. There is no error code displayed.",Hardware,Low,Phone,Battery
TKT-0100,2026-08-25 22:13:00,MFA code not working,Please help. The multifactor authentication code is not arriving on my phone. There is no error code displayed.,Account Access,Medium,Chat,Identity Portal
TKT-0569,2026-07-14 01:09:00,Software install request,Please help. The program displays an error message and will not open. This started this morning.,Software,Medium,Phone,Project Management Tool
TKT-0271,2026-08-25 15:08:00,Cannot reach shared drive,"Hello, The network connection is extremely slow when I open large files remotely. The problem began after the latest update.",Network and VPN,Low,Phone,Project File Share
TKT-0259,2026-07-22 09:41:00,Cannot reach shared drive,My laptop shows connected to Wi Fi but no internal sites will load. I am working remotely today.,Network and VPN,Medium,Email,Project File Share
TKT-0527,2026-06-02 23:18:00,Software install request,"IT team, The program displays an error message and will not open. Please let me know what information you need.",Software,High,Portal,CAD Application
TKT-0292,2026-08-27 09:27:00,Wi Fi keeps dropping,Please help. My laptop shows connected to Wi Fi but no internal sites will load. The problem began after the latest update.,Network and VPN,Medium,Phone,Remote Desktop
TKT-0377,2026-07-13 16:25:00,Missing messages,"Hi support, Messages remain in the outbox and do not send to external recipients. There is no error code displayed.",Email,High,Portal,Outlook
TKT-0340,2026-08-31 23:41:00,Attachment blocked,"Hi support, A project attachment is being blocked when I try to send it. I am working remotely today.",Email,Medium,Chat,Shared Mailbox
TKT-0426,2026-08-29 09:35:00,Email not sending,Messages remain in the outbox and do not send to external recipients. I am working remotely today.,Email,Medium,Phone,Outlook
TKT-0068,2026-08-02 17:22:00,MFA code not working,"IT team, I entered the wrong password several times and my account is now locked. There is no error code displayed.",Account Access,Medium,Email,Project Portal
TKT-0737,2026-07-11 01:36:00,Keyboard stopped working,"Hello, Several keys stopped responding after I returned from lunch. The issue continues after a restart.",Hardware,Medium,Email,Battery
TKT-0702,2026-08-26 14:06:00,Docking station issue,Please help. The laptop does not power on even when it is connected to the charger. Please let me know what information you need.,Hardware,Medium,Chat,Battery
TKT-0437,2026-06-03 20:00:00,Email not sending,Please help. Outlook reports that my mailbox has reached its storage limit. The problem began after the latest update.,Email,Medium,Chat,Outlook
TKT-0182,2026-06-02 08:13:00,Remote connection is slow,The VPN client stops while connecting and reports that the gateway is unavailable. I have a client deadline later today.,Network and VPN,High,Chat,Project File Share
TKT-0755,2026-08-24 16:15:00,Lost company device,"Hi support, My company phone is missing and may have been left in a public location. The problem began after the latest update.",Security,Medium,Email,Security Operations
TKT-0717,2026-08-03 00:48:00,Docking station issue,"Hi support, Several keys stopped responding after I returned from lunch. I have a client deadline later today.",Hardware,High,Email,Keyboard
TKT-0562,2026-07-31 22:49:00,Update failed,"Hello, The application closes immediately after I open the project file. There is no error code displayed.",Software,Medium,Phone,CAD Application
TKT-0647,2026-06-10 13:22:00,Laptop will not start,Please help. The battery now lasts less than one hour after a full charge. Please let me know what information you need.,Hardware,Low,Phone,Laptop
